probe,arch,layer,domain,aggregation,n,auroc,tpr@1%fpr,tpr@5%fpr,threshold,TP,TN,FP,FN
svm_rbf/L5,svm_rbf,5,entertainment,last_pooled,746,0.3687,0.0,0.0061,0.42,330,1,415,0
svm_rbf/L5,svm_rbf,5,healthcare,last_pooled,746,0.3687,0.0,0.0061,0.42,330,1,415,0
svm_rbf/L5,svm_rbf,5,social,last_pooled,746,0.3687,0.0,0.0061,0.42,330,1,415,0
logreg/L6,logreg,6,education,threshold_05,150,0.3686,0.075,0.075,0.9437,3,109,1,37
logreg/L15,logreg,15,economy,threshold_05,132,0.3683,0.0,0.0,0.241,57,3,72,0
logreg/L28,logreg,28,economy,last,132,0.368,0.0,0.0,0.0021,53,9,66,4
logreg/L56,logreg,56,entertainment,top5_mean,160,0.3678,0.0,0.0,0.407,109,1,50,0
logreg/L71,logreg,71,entertainment,max,160,0.3675,0.0,0.0,0.6188,108,1,50,1
logreg/L12,logreg,12,economy,mean_pooled,746,0.3674,0.0061,0.0242,inf,0,416,0,330
logreg/L12,logreg,12,education,mean_pooled,746,0.3674,0.0061,0.0242,inf,0,416,0,330
logreg/L12,logreg,12,entertainment,mean_pooled,746,0.3674,0.0061,0.0242,inf,0,416,0,330
logreg/L12,logreg,12,healthcare,mean_pooled,746,0.3674,0.0061,0.0242,inf,0,416,0,330
logreg/L12,logreg,12,social,mean_pooled,746,0.3674,0.0061,0.0242,inf,0,416,0,330
mlp/L60,mlp,60,entertainment,top5_mean,160,0.3674,0.0,0.0183,0.3941,109,1,50,0
logreg/L11,logreg,11,entertainment,mean,160,0.367,0.0183,0.0183,0.8917,2,51,0,107
logreg/L21,logreg,21,economy,last_pooled,746,0.3669,0.003,0.0091,0.8929,1,416,0,329
logreg/L21,logreg,21,education,last_pooled,746,0.3669,0.003,0.0091,0.8929,1,416,0,329
logreg/L21,logreg,21,entertainment,last_pooled,746,0.3669,0.003,0.0091,0.8929,1,416,0,329
logreg/L21,logreg,21,healthcare,last_pooled,746,0.3669,0.003,0.0091,0.8929,1,416,0,329
logreg/L21,logreg,21,social,last_pooled,746,0.3669,0.003,0.0091,0.8929,1,416,0,329
logreg/L16,logreg,16,social,last,147,0.3668,0.0141,0.0423,0.0,67,6,70,4
logreg/L80,logreg,80,entertainment,last,160,0.3666,0.0,0.055,0.9053,22,44,7,87
logreg/L71,logreg,71,entertainment,threshold_05,160,0.3662,0.0183,0.0183,0.5032,2,51,0,107
logreg/L12,logreg,12,economy,threshold_05_pooled,746,0.3656,0.003,0.0212,inf,0,416,0,330
logreg/L12,logreg,12,education,threshold_05_pooled,746,0.3656,0.003,0.0212,inf,0,416,0,330
logreg/L12,logreg,12,entertainment,threshold_05_pooled,746,0.3656,0.003,0.0212,inf,0,416,0,330
logreg/L12,logreg,12,healthcare,threshold_05_pooled,746,0.3656,0.003,0.0212,inf,0,416,0,330
logreg/L12,logreg,12,social,threshold_05_pooled,746,0.3656,0.003,0.0212,inf,0,416,0,330
svm_rbf/L60,svm_rbf,60,entertainment,last,160,0.3646,0.0092,0.0459,0.3314,107,2,49,2
logreg/L4,logreg,4,healthcare,mean,157,0.3645,0.0189,0.0189,0.4867,51,11,93,2
logreg/L17,logreg,17,education,max,150,0.3639,0.0,0.0,inf,0,110,0,40
logreg/L37,logreg,37,entertainment,last,160,0.3636,0.0,0.1009,0.3014,11,49,2,98
logreg/L72,logreg,72,entertainment,top10_mean,160,0.3634,0.0,0.0275,0.358,108,1,50,1
logreg/L66,logreg,66,education,max,150,0.3633,0.025,0.05,1.0,1,109,1,39
logreg/L69,logreg,69,entertainment,top10_mean,160,0.3628,0.0,0.0183,0.1788,109,1,50,0
mlp/L5,mlp,5,healthcare,threshold_05,157,0.3626,0.0189,0.0189,0.0577,53,3,101,0
logreg/L15,logreg,15,economy,mean,132,0.3621,0.0,0.0,0.2444,57,3,72,0
logreg/L64,logreg,64,education,top5_mean,150,0.362,0.05,0.05,0.9999,2,110,0,38
logreg/L12,logreg,12,economy,last,132,0.3619,0.0175,0.0526,0.001,57,2,73,0
logreg/L57,logreg,57,entertainment,top10_mean,160,0.3619,0.0,0.0092,0.9996,28,39,12,81
logreg/L58,logreg,58,entertainment,mean,160,0.3619,0.0,0.0275,0.2858,18,43,8,91
logreg/L59,logreg,59,entertainment,top10_mean,160,0.3619,0.0,0.0183,0.3728,109,1,50,0
logreg/L70,logreg,70,entertainment,mean,160,0.3614,0.0092,0.0275,0.4715,1,51,0,108
logreg/L70,logreg,70,entertainment,max,160,0.3614,0.0,0.0,0.6139,108,1,50,1
svm_rbf/L22,svm_rbf,22,education,last,150,0.3613,0.0,0.0,inf,0,110,0,40
logreg/L14,logreg,14,economy,threshold_05_pooled,746,0.3609,0.0,0.0242,0.0933,330,1,415,0
logreg/L14,logreg,14,education,threshold_05_pooled,746,0.3609,0.0,0.0242,0.0933,330,1,415,0
logreg/L14,logreg,14,entertainment,threshold_05_pooled,746,0.3609,0.0,0.0242,0.0933,330,1,415,0
logreg/L14,logreg,14,healthcare,threshold_05_pooled,746,0.3609,0.0,0.0242,0.0933,330,1,415,0
logreg/L14,logreg,14,social,threshold_05_pooled,746,0.3609,0.0,0.0242,0.0933,330,1,415,0
logreg/L14,logreg,14,entertainment,max,160,0.3607,0.0,0.0,0.9994,109,1,50,0
logreg/L73,logreg,73,education,last,150,0.3607,0.0,0.0,0.0015,40,7,103,0
svm_rbf/L26,svm_rbf,26,entertainment,max,160,0.3605,0.0275,0.1101,0.6286,17,47,4,92
logreg/L15,logreg,15,economy,top5_mean_pooled,746,0.3602,0.0,0.0,0.9962,328,18,398,2
logreg/L15,logreg,15,education,top5_mean_pooled,746,0.3602,0.0,0.0,0.9962,328,18,398,2
logreg/L15,logreg,15,entertainment,top5_mean_pooled,746,0.3602,0.0,0.0,0.9962,328,18,398,2
logreg/L15,logreg,15,healthcare,top5_mean_pooled,746,0.3602,0.0,0.0,0.9962,328,18,398,2
logreg/L15,logreg,15,social,top5_mean_pooled,746,0.3602,0.0,0.0,0.9962,328,18,398,2
logreg/L63,logreg,63,education,top5_mean,150,0.3602,0.025,0.05,0.9999,1,110,0,39
svm_rbf/L35,svm_rbf,35,education,top5_mean,150,0.36,0.025,0.025,0.453,40,2,108,0
logreg/L4,logreg,4,healthcare,threshold_05,157,0.3599,0.0,0.0,0.6805,47,18,86,6
logreg/L61,logreg,61,education,max,150,0.3599,0.025,0.05,1.0,2,107,3,38
logreg/L5,logreg,5,social,mean,147,0.3593,0.0,0.0,inf,0,76,0,71
logreg/L5,logreg,5,social,threshold_05,147,0.3592,0.0,0.0,inf,0,76,0,71
logreg/L55,logreg,55,entertainment,top10_mean,160,0.3591,0.0,0.0092,0.9988,26,40,11,83
logreg/L61,logreg,61,entertainment,max,160,0.3591,0.0,0.0,0.4783,109,1,50,0
logreg/L17,logreg,17,economy,max,132,0.3587,0.0,0.0,0.9999,57,2,73,0
mlp/L70,mlp,70,entertainment,mean,160,0.3585,0.0367,0.0459,0.3766,4,51,0,105
logreg/L27,logreg,27,economy,last,132,0.3584,0.0,0.0,0.0,55,7,68,2
logreg/L20,logreg,20,healthcare,last,157,0.358,0.0,0.0377,0.0,52,5,99,1
svm_rbf/L22,svm_rbf,22,education,top5_mean,150,0.358,0.05,0.05,0.6547,2,110,0,38
logreg/L15,logreg,15,economy,last,132,0.3579,0.0,0.0175,0.0124,8,67,8,49
logreg/L18,logreg,18,entertainment,max,160,0.3579,0.0,0.0,0.9998,109,1,50,0
logreg/L55,logreg,55,entertainment,threshold_05,160,0.3577,0.0,0.0183,0.2626,16,45,6,93
logreg/L62,logreg,62,education,top5_mean,150,0.3577,0.025,0.05,0.9999,1,110,0,39
logreg/L17,logreg,17,entertainment,max,160,0.3576,0.0,0.0,0.9996,109,1,50,0
logreg/L4,logreg,4,social,last,147,0.3575,0.0,0.0,0.0061,70,3,73,1
logreg/L58,logreg,58,entertainment,top5_mean,160,0.3575,0.0,0.0092,0.3738,109,1,50,0
logreg/L18,logreg,18,education,last,150,0.3573,0.0,0.025,inf,0,110,0,40
logreg/L14,logreg,14,economy,mean_pooled,746,0.3571,0.0,0.0242,0.0994,330,1,415,0
logreg/L14,logreg,14,education,mean_pooled,746,0.3571,0.0,0.0242,0.0994,330,1,415,0
logreg/L14,logreg,14,entertainment,mean_pooled,746,0.3571,0.0,0.0242,0.0994,330,1,415,0
logreg/L14,logreg,14,healthcare,mean_pooled,746,0.3571,0.0,0.0242,0.0994,330,1,415,0
logreg/L14,logreg,14,social,mean_pooled,746,0.3571,0.0,0.0242,0.0994,330,1,415,0
logreg/L78,logreg,78,education,top10_mean,150,0.357,0.0,0.0,0.2416,40,4,106,0
logreg/L14,logreg,14,economy,threshold_05,132,0.3568,0.0,0.0,0.3022,57,3,72,0
logreg/L24,logreg,24,economy,last_pooled,746,0.3565,0.003,0.003,0.0,329,8,408,1
logreg/L24,logreg,24,education,last_pooled,746,0.3565,0.003,0.003,0.0,329,8,408,1
logreg/L24,logreg,24,entertainment,last_pooled,746,0.3565,0.003,0.003,0.0,329,8,408,1
logreg/L24,logreg,24,healthcare,last_pooled,746,0.3565,0.003,0.003,0.0,329,8,408,1
logreg/L24,logreg,24,social,last_pooled,746,0.3565,0.003,0.003,0.0,329,8,408,1
logreg/L78,logreg,78,education,top5_mean,150,0.3564,0.0,0.025,0.3768,40,5,105,0
logreg/L14,logreg,14,economy,mean,132,0.3558,0.0,0.0,0.3043,57,3,72,0
logreg/L5,logreg,5,economy,mean_pooled,746,0.3557,0.0,0.0182,0.0594,330,3,413,0
logreg/L5,logreg,5,economy,threshold_05_pooled,746,0.3557,0.0,0.0182,0.0328,329,4,412,1
logreg/L5,logreg,5,education,mean_pooled,746,0.3557,0.0,0.0182,0.0594,330,3,413,0
logreg/L5,logreg,5,education,threshold_05_pooled,746,0.3557,0.0,0.0182,0.0328,329,4,412,1
logreg/L5,logreg,5,entertainment,mean_pooled,746,0.3557,0.0,0.0182,0.0594,330,3,413,0
logreg/L5,logreg,5,entertainment,threshold_05_pooled,746,0.3557,0.0,0.0182,0.0328,329,4,412,1
logreg/L5,logreg,5,healthcare,mean_pooled,746,0.3557,0.0,0.0182,0.0594,330,3,413,0
logreg/L5,logreg,5,healthcare,threshold_05_pooled,746,0.3557,0.0,0.0182,0.0328,329,4,412,1
logreg/L5,logreg,5,social,mean_pooled,746,0.3557,0.0,0.0182,0.0594,330,3,413,0
logreg/L5,logreg,5,social,threshold_05_pooled,746,0.3557,0.0,0.0182,0.0328,329,4,412,1
logreg/L79,logreg,79,entertainment,last,160,0.3556,0.0,0.0367,0.6258,9,48,3,100
logreg/L57,logreg,57,entertainment,mean,160,0.3553,0.0,0.0092,0.3513,17,44,7,92
logreg/L69,logreg,69,entertainment,max,160,0.3553,0.0,0.0,0.4787,109,1,50,0
logreg/L72,logreg,72,entertainment,top5_mean,160,0.3551,0.0,0.0183,0.5018,108,1,50,1
logreg/L66,logreg,66,entertainment,threshold_05,160,0.355,0.0,0.0275,0.2123,17,44,7,92
logreg/L78,logreg,78,education,max,150,0.355,0.0,0.025,0.7427,40,7,103,0
logreg/L57,logreg,57,entertainment,threshold_05,160,0.3547,0.0,0.0092,0.3477,15,45,6,94
logreg/L70,logreg,70,entertainment,threshold_05,160,0.3545,0.0183,0.0275,0.4167,2,51,0,107
mlp/L55,mlp,55,entertainment,top5_mean,160,0.3545,0.0,0.0,0.3237,108,2,49,1
logreg/L5,logreg,5,healthcare,mean,157,0.3543,0.0189,0.0189,0.0834,53,3,101,0
mlp/L5,mlp,5,healthcare,mean,157,0.354,0.0189,0.0189,0.086,53,3,101,0
logreg/L16,logreg,16,economy,top10_mean,132,0.3538,0.0,0.0,0.9798,57,5,70,0
logreg/L61,logreg,61,entertainment,top5_mean,160,0.3536,0.0,0.0183,0.2684,109,1,50,0
svm_rbf/L35,svm_rbf,35,education,max,150,0.3531,0.025,0.05,0.4599,40,2,108,0
logreg/L79,logreg,79,economy,last,132,0.353,0.0,0.0,inf,0,75,0,57
logreg/L61,logreg,61,entertainment,top10_mean,160,0.3529,0.0,0.0183,0.1511,109,1,50,0
mlp/L5,mlp,5,economy,threshold_05_pooled,746,0.3529,0.0,0.0152,0.0328,330,2,414,0
mlp/L5,mlp,5,education,threshold_05_pooled,746,0.3529,0.0,0.0152,0.0328,330,2,414,0
mlp/L5,mlp,5,entertainment,threshold_05_pooled,746,0.3529,0.0,0.0152,0.0328,330,2,414,0
mlp/L5,mlp,5,healthcare,threshold_05_pooled,746,0.3529,0.0,0.0152,0.0328,330,2,414,0
mlp/L5,mlp,5,social,mean,147,0.3529,0.0,0.0,inf,0,76,0,71
mlp/L5,mlp,5,social,threshold_05_pooled,746,0.3529,0.0,0.0152,0.0328,330,2,414,0
logreg/L79,logreg,79,education,threshold_05,150,0.3528,0.0,0.025,0.0102,40,4,106,0
logreg/L15,logreg,15,economy,top10_mean_pooled,746,0.3527,0.0,0.0,0.9831,329,17,399,1
logreg/L15,logreg,15,education,top10_mean_pooled,746,0.3527,0.0,0.0,0.9831,329,17,399,1
logreg/L15,logreg,15,entertainment,top10_mean_pooled,746,0.3527,0.0,0.0,0.9831,329,17,399,1
logreg/L15,logreg,15,healthcare,top10_mean_pooled,746,0.3527,0.0,0.0,0.9831,329,17,399,1
logreg/L15,logreg,15,social,top10_mean_pooled,746,0.3527,0.0,0.0,0.9831,329,17,399,1
logreg/L5,logreg,5,healthcare,threshold_05,157,0.3527,0.0189,0.0189,0.0385,53,3,101,0
logreg/L48,logreg,48,entertainment,max,160,0.3524,0.0,0.0367,0.0998,109,1,50,0
mlp/L5,mlp,5,economy,mean_pooled,746,0.3519,0.0,0.0152,0.0559,330,2,414,0
mlp/L5,mlp,5,education,mean_pooled,746,0.3519,0.0,0.0152,0.0559,330,2,414,0
mlp/L5,mlp,5,entertainment,mean_pooled,746,0.3519,0.0,0.0152,0.0559,330,2,414,0
mlp/L5,mlp,5,healthcare,mean_pooled,746,0.3519,0.0,0.0152,0.0559,330,2,414,0
mlp/L5,mlp,5,social,mean_pooled,746,0.3519,0.0,0.0152,0.0559,330,2,414,0
logreg/L8,logreg,8,social,last,147,0.3517,0.0,0.0141,inf,0,76,0,71
mlp/L70,mlp,70,entertainment,threshold_05,160,0.3515,0.0275,0.0459,0.3869,3,51,0,106
logreg/L15,logreg,15,entertainment,max,160,0.3513,0.0,0.0,0.9999,109,1,50,0
svm_rbf/L30,svm_rbf,30,education,top10_mean,150,0.3511,0.0,0.025,0.5623,4,100,10,36
logreg/L24,logreg,24,healthcare,last,157,0.3509,0.0,0.0,0.0001,53,4,100,0
logreg/L58,logreg,58,entertainment,threshold_05,160,0.3507,0.0,0.0183,0.0051,109,1,50,0
logreg/L18,logreg,18,entertainment,top10_mean,160,0.3505,0.0,0.0,0.9891,109,1,50,0
logreg/L53,logreg,53,entertainment,top5_mean,160,0.3505,0.0,0.0,0.2547,109,1,50,0
logreg/L14,logreg,14,economy,top10_mean_pooled,746,0.3504,0.0,0.0,0.9687,330,10,406,0
logreg/L14,logreg,14,education,top10_mean_pooled,746,0.3504,0.0,0.0,0.9687,330,10,406,0
logreg/L14,logreg,14,entertainment,top10_mean_pooled,746,0.3504,0.0,0.0,0.9687,330,10,406,0
logreg/L14,logreg,14,healthcare,top10_mean_pooled,746,0.3504,0.0,0.0,0.9687,330,10,406,0
logreg/L14,logreg,14,social,top10_mean_pooled,746,0.3504,0.0,0.0,0.9687,330,10,406,0
logreg/L16,logreg,16,economy,top5_mean,132,0.3503,0.0,0.0,0.9904,57,3,72,0
logreg/L71,logreg,71,entertainment,top10_mean,160,0.3501,0.0,0.0183,0.1844,109,1,50,0
logreg/L59,logreg,59,entertainment,threshold_05,160,0.3497,0.0,0.0092,0.0122,109,1,50,0
logreg/L52,logreg,52,entertainment,top5_mean,160,0.3493,0.0,0.0183,0.3381,109,1,50,0
logreg/L36,logreg,36,entertainment,last,160,0.3484,0.0092,0.0275,0.0002,109,1,50,0
logreg/L11,logreg,11,education,max,150,0.3482,0.0,0.0,1.0,40,3,107,0
svm_rbf/L5,svm_rbf,5,healthcare,mean,157,0.3481,0.0,0.0189,0.5032,50,9,95,3
logreg/L6,logreg,6,social,mean,147,0.3475,0.0,0.0,inf,0,76,0,71
mlp/L5,mlp,5,social,threshold_05,147,0.3473,0.0,0.0,inf,0,76,0,71
logreg/L59,logreg,59,entertainment,mean,160,0.3472,0.0,0.0183,0.3401,15,44,7,94
logreg/L9,logreg,9,healthcare,top10_mean,157,0.3467,0.0189,0.0377,0.9702,52,5,99,1
logreg/L65,logreg,65,education,max,150,0.3465,0.025,0.075,1.0,3,106,4,37
logreg/L6,logreg,6,economy,mean_pooled,746,0.3464,0.0,0.0121,0.0874,330,1,415,0
logreg/L6,logreg,6,education,mean_pooled,746,0.3464,0.0,0.0121,0.0874,330,1,415,0
logreg/L6,logreg,6,entertainment,mean_pooled,746,0.3464,0.0,0.0121,0.0874,330,1,415,0
logreg/L6,logreg,6,healthcare,mean_pooled,746,0.3464,0.0,0.0121,0.0874,330,1,415,0
logreg/L6,logreg,6,social,mean_pooled,746,0.3464,0.0,0.0121,0.0874,330,1,415,0
logreg/L24,logreg,24,entertainment,last,160,0.3454,0.0826,0.1193,0.1071,17,48,3,92
logreg/L21,logreg,21,healthcare,last,157,0.3452,0.0,0.0,0.0,53,1,103,0
logreg/L6,logreg,6,economy,threshold_05_pooled,746,0.3449,0.0,0.0121,0.0561,330,1,415,0
logreg/L6,logreg,6,education,threshold_05_pooled,746,0.3449,0.0,0.0121,0.0561,330,1,415,0
logreg/L6,logreg,6,entertainment,threshold_05_pooled,746,0.3449,0.0,0.0121,0.0561,330,1,415,0
logreg/L6,logreg,6,healthcare,threshold_05_pooled,746,0.3449,0.0,0.0121,0.0561,330,1,415,0
logreg/L6,logreg,6,social,threshold_05_pooled,746,0.3449,0.0,0.0121,0.0561,330,1,415,0
logreg/L69,logreg,69,entertainment,top5_mean,160,0.3448,0.0,0.0092,0.2835,109,1,50,0
svm_rbf/L22,svm_rbf,22,education,top10_mean,150,0.3448,0.05,0.05,0.632,2,109,1,38
logreg/L14,logreg,14,healthcare,last,157,0.3447,0.0,0.0755,0.0001,6,96,8,47
logreg/L66,logreg,66,entertainment,max,160,0.3446,0.0,0.0,0.4422,108,1,50,1
logreg/L6,logreg,6,social,threshold_05,147,0.3445,0.0,0.0,inf,0,76,0,71
logreg/L66,logreg,66,entertainment,top10_mean,160,0.3445,0.0,0.0092,0.1459,109,1,50,0
logreg/L65,logreg,65,entertainment,top10_mean,160,0.3442,0.0,0.0092,0.1887,109,1,50,0
logreg/L66,logreg,66,entertainment,mean,160,0.3441,0.0092,0.0275,0.2306,16,44,7,93
logreg/L80,logreg,80,education,last,150,0.3441,0.0,0.0,0.0062,38,6,104,2
logreg/L15,logreg,15,economy,top5_mean,132,0.344,0.0,0.0,0.9995,57,4,71,0
svm_rbf/L5,svm_rbf,5,economy,mean_pooled,746,0.343,0.0,0.0091,0.4721,330,3,413,0
svm_rbf/L5,svm_rbf,5,education,mean_pooled,746,0.343,0.0,0.0091,0.4721,330,3,413,0
svm_rbf/L5,svm_rbf,5,entertainment,mean_pooled,746,0.343,0.0,0.0091,0.4721,330,3,413,0
svm_rbf/L5,svm_rbf,5,healthcare,mean_pooled,746,0.343,0.0,0.0091,0.4721,330,3,413,0
svm_rbf/L5,svm_rbf,5,social,mean_pooled,746,0.343,0.0,0.0091,0.4721,330,3,413,0
logreg/L71,logreg,71,entertainment,top5_mean,160,0.3427,0.0092,0.0092,0.2651,109,1,50,0
logreg/L5,logreg,5,healthcare,last,157,0.3425,0.0,0.0,0.0005,53,1,103,0
logreg/L51,logreg,51,entertainment,top5_mean,160,0.3425,0.0,0.0,0.1114,109,1,50,0
logreg/L20,logreg,20,economy,last_pooled,746,0.3421,0.0,0.0152,inf,0,416,0,330
logreg/L20,logreg,20,education,last_pooled,746,0.3421,0.0,0.0152,inf,0,416,0,330
logreg/L20,logreg,20,entertainment,last_pooled,746,0.3421,0.0,0.0152,inf,0,416,0,330
logreg/L20,logreg,20,healthcare,last_pooled,746,0.3421,0.0,0.0152,inf,0,416,0,330
logreg/L20,logreg,20,social,last_pooled,746,0.3421,0.0,0.0152,inf,0,416,0,330
logreg/L65,logreg,65,entertainment,mean,160,0.3421,0.0092,0.0275,0.4155,1,51,0,108
logreg/L65,logreg,65,entertainment,threshold_05,160,0.3421,0.0092,0.0183,0.2333,15,45,6,94
svm_rbf/L15,svm_rbf,15,economy,top10_mean_pooled,746,0.3413,0.0,0.0061,0.53,327,12,404,3
svm_rbf/L15,svm_rbf,15,education,top10_mean_pooled,746,0.3413,0.0,0.0061,0.53,327,12,404,3
svm_rbf/L15,svm_rbf,15,entertainment,top10_mean_pooled,746,0.3413,0.0,0.0061,0.53,327,12,404,3
svm_rbf/L15,svm_rbf,15,healthcare,top10_mean_pooled,746,0.3413,0.0,0.0061,0.53,327,12,404,3
svm_rbf/L15,svm_rbf,15,social,top10_mean_pooled,746,0.3413,0.0,0.0061,0.53,327,12,404,3
logreg/L49,logreg,49,entertainment,max,160,0.3412,0.0,0.0,0.1887,109,1,50,0
logreg/L61,logreg,61,entertainment,mean,160,0.3409,0.0092,0.0459,0.0112,109,1,50,0
svm_rbf/L15,svm_rbf,15,economy,last,132,0.3408,0.0,0.0,0.519,5,69,6,52
logreg/L11,logreg,11,healthcare,threshold_05,157,0.3405,0.0,0.0,0.505,52,3,101,1
logreg/L13,logreg,13,entertainment,max,160,0.3403,0.0,0.0,0.9958,109,1,50,0
logreg/L65,logreg,65,entertainment,max,160,0.3403,0.0,0.0,0.4946,109,1,50,0
svm_rbf/L35,svm_rbf,35,entertainment,last,160,0.3403,0.0092,0.0092,0.3241,109,2,49,0
logreg/L54,logreg,54,entertainment,top5_mean,160,0.3397,0.0,0.0,0.3556,109,1,50,0
svm_rbf/L15,svm_rbf,15,economy,mean_pooled,746,0.3394,0.0,0.0061,0.4808,330,1,415,0
svm_rbf/L15,svm_rbf,15,education,mean_pooled,746,0.3394,0.0,0.0061,0.4808,330,1,415,0
svm_rbf/L15,svm_rbf,15,entertainment,mean_pooled,746,0.3394,0.0,0.0061,0.4808,330,1,415,0
svm_rbf/L15,svm_rbf,15,healthcare,mean_pooled,746,0.3394,0.0,0.0061,0.4808,330,1,415,0
svm_rbf/L15,svm_rbf,15,social,mean_pooled,746,0.3394,0.0,0.0061,0.4808,330,1,415,0
mlp/L5,mlp,5,healthcare,last,157,0.3385,0.0,0.0,0.0012,53,2,102,0
logreg/L11,logreg,11,education,threshold_05,150,0.3378,0.0,0.05,0.8832,3,104,6,37
logreg/L53,logreg,53,education,max,150,0.3377,0.025,0.025,0.6874,40,2,108,0
svm_rbf/L30,svm_rbf,30,education,top5_mean,150,0.3368,0.0,0.0,inf,0,110,0,40
logreg/L11,logreg,11,healthcare,mean,157,0.3367,0.0,0.0189,0.3914,53,1,103,0
logreg/L11,logreg,11,education,mean,150,0.3366,0.0,0.025,0.8671,3,103,7,37
logreg/L66,logreg,66,entertainment,top5_mean,160,0.3364,0.0,0.0275,0.2114,109,1,50,0
logreg/L17,logreg,17,education,mean,150,0.3359,0.1,0.1,0.4109,6,104,6,34
logreg/L58,logreg,58,entertainment,max,160,0.3359,0.0,0.0,0.5104,109,1,50,0
logreg/L17,logreg,17,entertainment,last,160,0.3351,0.0183,0.055,0.8578,12,47,4,97
logreg/L72,logreg,72,entertainment,max,160,0.3344,0.0,0.0,0.7141,108,1,50,1
logreg/L17,logreg,17,education,threshold_05,150,0.3342,0.1,0.1,0.5111,4,110,0,36
logreg/L50,logreg,50,entertainment,max,160,0.3342,0.0,0.0,0.0899,109,1,50,0
logreg/L16,logreg,16,healthcare,last,157,0.3333,0.0,0.0,inf,0,104,0,53
logreg/L21,logreg,21,social,last,147,0.3333,0.0,0.0,inf,0,76,0,71
mlp/L60,mlp,60,entertainment,max,160,0.3331,0.0,0.0,0.6271,109,1,50,0
logreg/L78,logreg,78,education,mean,150,0.3327,0.0,0.0,0.0203,39,5,105,1
svm_rbf/L5,svm_rbf,5,social,threshold_05,147,0.3327,0.0,0.0,inf,0,76,0,71
logreg/L11,logreg,11,education,top5_mean,150,0.3326,0.0,0.0,inf,0,110,0,40
logreg/L64,logreg,64,education,max,150,0.3325,0.025,0.025,1.0,1,109,1,39
logreg/L19,logreg,19,education,last,150,0.3323,0.0,0.025,inf,0,110,0,40
svm_rbf/L5,svm_rbf,5,healthcare,threshold_05,157,0.3317,0.0,0.0377,0.5248,50,9,95,3
logreg/L59,logreg,59,entertainment,top5_mean,160,0.3316,0.0,0.0,0.5813,109,1,50,0
svm_rbf/L15,svm_rbf,15,economy,top5_mean_pooled,746,0.331,0.003,0.0061,0.5325,329,6,410,1
svm_rbf/L15,svm_rbf,15,education,top5_mean_pooled,746,0.331,0.003,0.0061,0.5325,329,6,410,1
svm_rbf/L15,svm_rbf,15,entertainment,top5_mean_pooled,746,0.331,0.003,0.0061,0.5325,329,6,410,1
svm_rbf/L15,svm_rbf,15,healthcare,top5_mean_pooled,746,0.331,0.003,0.0061,0.5325,329,6,410,1
svm_rbf/L15,svm_rbf,15,social,top5_mean_pooled,746,0.331,0.003,0.0061,0.5325,329,6,410,1
logreg/L63,logreg,63,education,max,150,0.3307,0.025,0.05,0.4866,40,2,108,0
logreg/L21,logreg,21,entertainment,last,160,0.3304,0.055,0.1009,0.0012,21,45,6,88
logreg/L6,logreg,6,healthcare,mean,157,0.33,0.0189,0.0189,0.1217,53,3,101,0
logreg/L15,logreg,15,education,max,150,0.3295,0.0,0.0,inf,0,110,0,40
logreg/L59,logreg,59,entertainment,max,160,0.3292,0.0,0.0,0.8434,109,1,50,0
svm_rbf/L5,svm_rbf,5,healthcare,last,157,0.3291,0.0,0.0,0.4296,53,1,103,0
logreg/L80,logreg,80,education,mean,150,0.3289,0.025,0.05,0.5594,1,110,0,39
svm_rbf/L15,svm_rbf,15,economy,threshold_05_pooled,746,0.3289,0.0061,0.0212,inf,0,416,0,330
svm_rbf/L15,svm_rbf,15,education,threshold_05_pooled,746,0.3289,0.0061,0.0212,inf,0,416,0,330
svm_rbf/L15,svm_rbf,15,entertainment,threshold_05_pooled,746,0.3289,0.0061,0.0212,inf,0,416,0,330
svm_rbf/L15,svm_rbf,15,healthcare,threshold_05_pooled,746,0.3289,0.0061,0.0212,inf,0,416,0,330
svm_rbf/L15,svm_rbf,15,social,threshold_05_pooled,746,0.3289,0.0061,0.0212,inf,0,416,0,330
logreg/L55,logreg,55,entertainment,top5_mean,160,0.3285,0.0,0.0,0.4682,109,1,50,0
logreg/L61,logreg,61,entertainment,threshold_05,160,0.328,0.0092,0.0367,0.3445,4,50,1,105
logreg/L6,logreg,6,healthcare,last,157,0.3278,0.0,0.0,0.0007,53,2,102,0
logreg/L78,logreg,78,education,threshold_05,150,0.3276,0.0,0.0,0.0026,40,3,107,0
svm_rbf/L35,svm_rbf,35,education,threshold_05,150,0.3276,0.05,0.075,0.0497,2,110,0,38
logreg/L60,logreg,60,entertainment,top10_mean,160,0.3274,0.0,0.0183,0.2935,109,1,50,0
logreg/L64,logreg,64,entertainment,threshold_05,160,0.3274,0.0092,0.0183,0.0077,109,1,50,0
logreg/L64,logreg,64,entertainment,max,160,0.3273,0.0,0.0,0.5133,109,1,50,0
svm_rbf/L5,svm_rbf,5,economy,threshold_05_pooled,746,0.3271,0.0,0.0152,0.1659,330,2,414,0
svm_rbf/L5,svm_rbf,5,education,threshold_05_pooled,746,0.3271,0.0,0.0152,0.1659,330,2,414,0
svm_rbf/L5,svm_rbf,5,entertainment,threshold_05_pooled,746,0.3271,0.0,0.0152,0.1659,330,2,414,0
